Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
Ascension St. Vincent - Indianapolis Genetics and Neurodevelopmental Center,Ascension Indiana,ININD,2001 WEST 86TH STREET,NULL,INDIANAPOLIS,IN,46260,317-338-2345,NULL,Outpatient Clinic,NULL,ACTIVE
MPower Performance Institute - Green Hills,Ascension Tennessee,TNNAS,2001 WOODMONT BOULEVARD,NULL,NASHVILLE,TN,37215,615-815-3799,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Rehabilitation at Rhinelander,NULL,WIAPP,2003 E WINNEBAGO ST,NULL,RHINELANDER,WI,54501,888-843-1367,ONEIDA,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Center for Surgical and Medical Weight Loss,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 104,NASHVILLE,TN,37203,615-284-2400,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
MPower Performance Institute - Midtown,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 110,NASHVILLE,TN,37203,615-815-3777,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Midtown - Breast Surgery,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 140,NASHVILLE,TN,37203,615-284-5887,DAVIDSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Midtown - Endocrine Surgery,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 140,NASHVILLE,TN,37203,615-284-5887,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Center for Breast Health - Midtown,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 150,NASHVILLE,TN,37203,615-284-5239,DAVIDSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Midtown - Gynecologic Oncology,Ascension Tennessee,TNNAS,2004 HAYES STREET,SUITE 205,NASHVILLE,TN,37203,615-284-4646,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Northland Orthopedics - Kalmer,Ascension Wisconsin,WIAPP,201 E. HOSPITAL RD,NULL,EAGLE RIVER,WI,54521,715-369-2300,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Gynecologic Oncology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Heart & Vascular Physicians",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Internal Medicine",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Vein Care Clinic",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Endocrinology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Nephrology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Pulmonary Medicine",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Urology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Family Medicine",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, General Surgery",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Podiatry",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Urogynecology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Breast Care",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Comprehensive Headache Center",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Ear, Nose, and Throat",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Endocrine Ultrasound",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, OB/GYN",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Occupational Medicine",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Occupational Restore",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Palliative Care",Ascension Wisconsin,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
AMG at Mayfair Road,NULL,WIGLE,201 N. MAYFAIR RD,NULL,WAUWATOSA,WI,53266,414-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Mayfair Road, Cardiac Electrophysiology",Ascension Wisconsin,WIGLE,201 N. MAYFAIR ROAD,NULL,WAUWATOSA,WI,53226,141-259-7361,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Wisconsin Pharmacy Mayfair Road,Ascension Wisconsin,WIMIL,201 N. MAYFAIR ROAD,NULL,WAUWATOSA,WI,53226,414-259-7440,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Behavioral Health on Prentice St,Ascension Wisconsin,WIAPP,201 PRENTICE ST.,NULL,STEVENS POINT,WI,54481,715-345-0711,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - St. Vincent Center Primary Care,Ascension Indiana,ININD,201 SOUTH DELAWARE STREET,SUITE 400,INDIANAPOLIS,IN,46204,317-469-1919,NULL,Outpatient Clinic,NULL,ACTIVE
Dell Children's Medical Group Pulmonary Department,Ascension Texas,TXAUS,201 UNIVERSITY OAKS BOULEVARD,SUITE 1260,ROUND ROCK,TX,78665,512-380-9200,WILLIAMSON,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Midtown - Obstetrics and Gynecology Center,Ascension Tennessee,TNNAS,2010 CHURCH STREET,SUITE 201,NASHVILLE,TN,37203,615-284-2988,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Saint Thomas Heart - Midtown - Heart, Lung and Vascular Surgery",Ascension Tennessee,TNNAS,2010 CHURCH STREET,SUITE 700,NASHVILLE,TN,37203,615-329-7878,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Northside Gastroenterology,Ascension Indiana,ININD,2010 WEST 86TH STREET,SUITE 111,INDIANAPOLIS,IN,46260,317-415-6580,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Northside Internal Medicine,Ascension Indiana,ININD,2010 WEST 86TH STREET,SUITE 200,INDIANAPOLIS,IN,46260,317-415-6500,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Midtown - Neurosurgery,Ascension Tennessee,TNNAS,2011 MURPHY AVENUE,SUITE 301,NASHVILLE,TN,37203,615-327-9543,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Alexandria Family Medicine,Ascension Indiana,ININD,2012 SOUTH PARK AVENUE,NULL,ALEXANDRIA,IN,46001,765-724-6226,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Anderson Primary Care,Ascension Indiana,ININD,2015 JACKSON STREET,NULL,ANDERSON,IN,46016,765-640-2100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Anderson - Multiple Sclerosis Clinic,Ascension Indiana,ININD,2015 JACKSON STREET,NULL,ANDERSON,IN,46016,765-646-8423,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Cancer Center,Ascension Indiana,ININD,2020 MERIDIAN STREET,SUITE 100,ANDERSON,IN,46016,765-646-8509,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Anderson OB/Gyn at Meridian,Ascension Indiana,ININD,2020 MERIDIAN STREET,SUITE 220,ANDERSON,IN,46016,765-683-3280,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Anderson Women's Health Services,Ascension Indiana,ININD,2020 MERIDIAN STREET,SUITE 220,ANDERSON,IN,46016,765-683-3280,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Anderson Pediatrics,Ascension Indiana,ININD,2020 MERIDIAN STREET,SUITE 320,ANDERSON,IN,46016,765-646-8727,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Cornerstone Lakeview Pediatrics - St. Clair Shores,Ascension Michigan,MIDET,20225 EAST 9 MILE ROAD,SUITE 100A,SAINT CLAIR SHORES,MI,48080,586-772-1090,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Cornerstone Pointe Family Physicians,Ascension Michigan,MIDET,20225 EAST 9 MILE ROAD,SUITE A,SAINT CLAIR SHORES,MI,48080,586-779-8700,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Cornerstone Bennett Family Foot Care at 9 Mile Road,Ascension Michigan,MIDET,20225 EAST 9 MILE ROAD,SUITE A,SAINT CLAIR SHORES,MI,48080,586-939-9900,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension St. John Hospital Lakeshore Ear, Nose & Throat 20225 9 Mile Road",Ascension Michigan,MIDET,20225 EAST 9 MILE ROAD,NULL,SAINT CLAIR SHORES,MI,48080,586-447-5189,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. John Endocrinology Clinic,Ascension Michigan,MIDET,20229 EAST 9 MILE ROAD,SUITE 200,SAINT CLAIR SHORES,MI,48080,586-267-0200,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group at W. Oklahoma - Primary & Specialty Care,NULL,WIGLE,2025 W OKLAHOMA AVE,NULL,MILWAUKEE,WI,53215,414-389-2790,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at W. Oklahoma - Internal Med,NULL,WIGLE,2025 W OKLAHOMA AVE,NULL,MILWAUKEE,WI,53215,414-389-2790,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at W. Oklahoma - Cardiology,NULL,WIGLE,2025 W OKLAHOMA AVE,NULL,MILWAUKEE,WI,53215,414-389-2790,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at W. Oklahoma - Neurology,NULL,WIGLE,2025 W OKLAHOMA AVE,NULL,MILWAUKEE,WI,53215,414-389-2790,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at W. Oklahoma - Oncology,NULL,WIGLE,2025 W OKLAHOMA AVE,NULL,MILWAUKEE,WI,53215,414-389-2790,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Kokomo Women's Cardiac Risk Clinic,Ascension Indiana,ININD,2030 WEST BOULEVARD,NULL,KOKOMO,IN,46902,765-454-0200,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension Medical Group Paul R. Ehrmann, DO",NULL,MIDET,2033 CROOKS ROAD,NULL,ROYAL OAK,MI,48073,248-543-2000,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group St. John OB/GYN Associates - Macomb,Ascension Michigan,MIDET,20373 HALL ROAD,NULL,MACOMB,MI,48044,586-447-5100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Alma Community Clinic,Ascension Wisconsin,WIAPP,204 S MAIN ST,NULL,ALMA,WI,54610,651-565-5599,BUFFALO,Outpatient Clinic,Ascension Medical Group,ACTIVE
St. Mary's Of Michigan Pinconning Medical Center,NULL,NULL,204 WEST 3RD STREET,NULL,PINCONNING,MI,48650,989-879-3771,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - McKenzie,Ascension Tennessee,TNNAS,205 HOSPITAL DRIVE,NULL,MCKENZIE,TN,38201,800-345-5016,CARROLL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Laboratory - Iola,NULL,WIAPP,205 S. MAIN STREET,NULL,IOLA,WI,54990,715-4454801,WAUPACA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Michael's at Iola,Ascension Wisconsin,WIAPP,205 S. MAIN STREET,NULL,IOLA,WI,54990,715-445-4801,WAUPACA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Iola,Ascension Wisconsin,WIAPP,205 S. MAIN STREET,NULL,IOLA,WI,54990,715-445-4801,WAUPACA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Iola,Ascension Wisconsin,WIAPP,205 S. MAIN STREET,NULL,IOLA,WI,54990,715-445-4801,WAUPACA,Outpatient Clinic,Ascension Medical Group,ACTIVE
St. Vincent's Family Care - Moody,Ascension Alabama,ALBIR,2050 VILLAGE DRIVE,SUITE A,MOODY,AL,35094,NULL,JEFFERSON,Outpatient Clinic,Ascension Medical Group,RETIRED
Ascension St. Vincent - Kokomo Clinic of Hope,Ascension Indiana,ININD,206 SOUTH UNION STREET,NULL,KOKOMO,IN,46901,765-457-4673,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - Internal Medicine,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - General Surgery,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - Cardio Vascular,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's at Grafton Urgent Care,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - OB/Gyn,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - Podiatry,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Grafton - Family Medicine,NULL,WIMIL,2061 CHEYENE CT,NULL,GRAFTON,WI,53024,262-243-4924,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Fayetteville - South Elk,Ascension Tennessee,TNNAS,207 ELK AVENUE SOUTH,NULL,FAYETTEVILLE,TN,37334,800-345-5016,RHEA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - McMinnville Orthopaedic Clinic,Ascension Tennessee,TNNAS,207 OAK PARK,NULL,MCMINNVILLE,TN,37710,931-473-9624,ANDERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Seton Heart Institute - Family Medicine Clinic,Ascension Texas,TXAUS,207 WEST AVENUE EAST,SUITE 1000,LAMPASAS,TX,76550,512-324-2705,NULL,Outpatient Clinic,NULL,ACTIVE
University Physicians Group - Lockhart,Ascension Texas,TXAUS,209 SOUTH CHURCH STREET,SUITE A,LOCKHART,TX,78644,512-504-0873,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Lockhart Specialty Clinic Dermatology,Ascension Texas,TXAUS,209 SOUTH CHURCH STREET,SUITE A,LOCKHART,TX,78644,512-504-0873,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Angel of Hope Clinic,Ascension Wisconsin,WIGLE,209 W. ORCHARD STREET,NULL,MILWAUKEE,WI,53204,414-647-7466,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Alexian Village, Geriatric Med  Not Ascension",Ascension Wisconsin,WIGLE,209 W. ORCHARD STREET,NULL,MILWAUKEE,WI,53204,414-647-7466,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Cornerstone Lakefront Internists,Ascension Michigan,MIDET,20952 EAST 12 MILE ROAD,SUITE 100,SAINT CLAIR SHORES,MI,48081,586-498-3550,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Providence Hospital Providence Medical Center South Lyon,NULL,NULL,210 NORTH LAFAYETTE STREET,NULL,SOUTH LYON,MI,48178,248-437-1744,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. John Hospital Blue Water Pain Specialists,Ascension Michigan,MIDET,21000 EAST 12 MILE ROAD,SUITE 100,SAINT CLAIR SHORES,MI,48081,586-447-5136,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group St. John OB/Gyn Associates - Saint Clair Shores,Ascension Michigan,MIDET,21000 EAST 12 MILE ROAD,SUITE 102,SAINT CLAIR SHORES,MI,48081,586-447-5100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Lakeside Internal Medicine,Ascension Michigan,MIDET,21000 EAST 12 MILE ROAD,SUITE 105,SAINT CLAIR SHORES,MI,48081,586-498-3610,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension St. John Hospital Lakeshore Ear, Nose & Throat 21000 12 Mile Road",Ascension Michigan,MIDET,21000 EAST 12 MILE ROAD,SUITE 111,SAINT CLAIR SHORES,MI,48081,586-779-7610,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. John Hospital Mammography at 12 Mile,Ascension Michigan,MIDET,21000 EAST 12 MILE ROAD,SUITE 116,SAINT CLAIR SHORES,MI,48081,586-447-5127,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Medical Group - St. Vincent - Anderson Ear, Nose and Throat",Ascension Indiana,ININD,2101 JACKSON STREET,SUITE 115,ANDERSON,IN,46016,765-643-6961,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Anderson Internal Medicine,Ascension Indiana,ININD,2101 JACKSON STREET,SUITE 209,ANDERSON,IN,46016,765-683-3868,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Sacred Heart Bay Family Medicine at Northside,Ascension Florida,FLPEN,2101 NORTHSIDE DRIVE,SUITE 701 AND 702,PANAMA CITY,FL,32405,850-770-3210,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group San Marcos,Ascension Texas,TXAUS,2108 HUNTER ROAD,SUITE 116,SAN MARCOS,TX,78666,737-213-1590,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Lawrenceburg,Ascension Tennessee,TNNAS,2121 NORTH LOCUST AVENUE,SUITE 6,LAWRENCEBURG,TN,38464,800-345-5016,LAWRENCE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Forest Park Pediatrics,Ascension Indiana,ININD,2130 WEST SYCAMORE STREET,SUITE 260,KOKOMO,IN,46901,765-236-8457,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Kokomo OB/Gyn,Ascension Indiana,ININD,2130 WEST SYCAMORE STREET,SUITE 260,KOKOMO,IN,46901,765-236-8457,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. John Hospital Dr. Kapordelis,Ascension Michigan,MIDET,21421 KELLY ROAD,SUITE 1,EASTPOINTE,MI,48201,586-779-9899,MACOMB,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension St. John Hospital Gary Bill, MD",Ascension Michigan,MIDET,21421 KELLY ROAD,SUITE 2,EASTPOINTE,MI,48201,586-773-8820,MACOMB,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Heart - Pulaski,Ascension Tennessee,TNNAS,215 SOUTH CEDAR LANE,NULL,PULASKI,TN,38478,800-345-5016,GILES,Outpatient Clinic,Ascension Medical Group,ACTIVE
St. Vincent's East Family Medicine (Family Practice),Ascension Alabama,ALBIR,2152 OLD SPRINGVILLE RD,NULL,BIRMINGHAM,AL,35215,NULL,JEFFERSON,Outpatient Clinic,Ascension Medical Group,RETIRED
Ascension Medical Group - St. Vincent - Plainfield Immediate Care and Occupational Health,Ascension Indiana,ININD,2155 EAST MAIN STREET,NULL,PLAINFIELD,IN,46168,317-204-6800,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Plainfield Primary Care,Ascension Indiana,ININD,2155 EAST MAIN STREET,NULL,PLAINFIELD,IN,46168,317-204-6800,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Sacred Heart Primary Care at Milestone,Ascension Florida,FLPEN,2156 WEST 9 MILE ROAD,FLOOR 1 SUITE C,PENSACOLA,FL,32534,850-478-2333,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Sacred Heart Cardiology at Milestone,Ascension Florida,FLPEN,2156 WEST 9 MILE ROAD,FLOOR 2 SUITE E,PENSACOLA,FL,32534,850-416-4620,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Sacred Heart Health Center at Milestone,Ascension Florida,FLPEN,2156 WEST 9 MILE ROAD,NULL,PENSACOLA,FL,32534,850-416-7000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Providence Hospital Omni Medical Internal Medicine,Ascension Michigan,MIDET,21700 NORTHWESTERN HIGHWAY,SUITE 600,SOUTHFIELD,MI,48075,248-559-6664,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Westfield Pediatrics,Ascension Indiana,ININD,218 WEST 161ST STREET,SUITE A,WESTFIELD,IN,46074,317-582-9000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Youth Services - Front Street,Ascension New York,NYBIN,219 FRONT ST STE 1,NULL,BINGHAMTON,NY,13905,607-584-4500,BROOME,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Auburn Hills Primary Care at South,Ascension Michigan,MIROC,2191 SOUTH BOULEVARD,SUITE 101C,AUBURN HILLS,MI,48326,248-652-5020,OAKLAND,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Cornerstone St. John Pediatric Associates at East 9 Mile,Ascension Michigan,MIDET,21931 EAST 9 MILE ROAD,SUITE A,SAINT CLAIR SHORES,MI,48080,586-443-4950,NULL,Outpatient Clinic,NULL,ACTIVE
Grayson & Associate's,Ascension Alabama,ALBIR,2200 LAKESHORE DRIVE,SUITE 150,BIRMINGHAM,AL,35209,205-871-6926,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Greater Mack Primary Care,Ascension Michigan,MIDET,22050 GREATER MACK AVENUE,NULL,SAINT CLAIR SHORES,MI,48080,586-738-9430,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group St. John Orthopedics and Sports Medicine,Ascension Michigan,MIDET,22101 MOROSS ROAD,SUITE 214,DETROIT,MI,48236,313-343-7110,WAYNE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Valade Bone & Joint Center,Ascension Michigan,MIDET,22101 MOROSS ROAD,SUITE 214,DETROIT,MI,48236,313-343-7110,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group St. John Podiatric Surgery Clinic,Ascension Michigan,MIDET,22101 MOROSS ROAD,SUITE 250,DETROIT,MI,48236,313-343-6393,WAYNE,Outpatient Clinic,Ascension Medical Group,ACTIVE
